stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,ps,,,14 days in isolation,14 ورځې په انزوا کې
26,en,ps,,,14 days quarantine,14 ورځې قرنطین
27,en,ps,,,2019 coronavirus,2019 کروناوایرس
28,en,ps,,,2019 novel coronavirus,د 2019 نادر کروناوایرس
29,en,ps,,,2019-nCoV,2019-nCoV
30,en,ps,,,2020 coronavirus,2020 کروناوایرس
31,en,ps,,,2020 novel coronavirus,د 2020 نادر کروناوایرس
33,en,ps,,,about coronavirus,د کروناوایرس په اړه
39,en,ps,,,acute respiratory distress syndrome,د سا اخستلو د حادو علایمو اړونده اندېښنه
40,en,ps,,,advanced hand sanitizer,د لاسونو پرمختللې ضد عفوني کوونکې مایع
41,en,ps,,,Affected by coronavirus,د کروناوایرس په وسیله اغېزمن شوی
42,en,ps,,,after exposure,په معرض کې له مخامخ کېدو وروسته
43,en,ps,,,After the epidemic,له ناروغۍ څخه وروسته
44,en,ps,,,After the outbreak,له ناڅاپه پیل څخه وروسته
47,en,ps,,,airborne virus,د هوا په وسیله لېږدېدونکی
48,en,ps,,,alcohol based hand sanitizer,د الکولو پر بنسټ د لاسو ضد عفوني کوونکې مایع
49,en,ps,,,alcohol hand sanitizer,الکولي ضد عفوني کوونکې مایع
51,en,ps,,,alcohol-based hand sanitizer,د الکولو پر بنسټ د لاسو ضد عفوني کوونکې مایع
59,en,ps,,,Anti-Corona virus spray,د کروناوایرس ضد سپرې
60,en,ps,,,antibacterial hand sanitizer,د لاسونو ضد باکټریا مایع
61,en,ps,,,ARDS,ARDS
64,en,ps,,,avoid exposure,په معرض کې له مخامخ کېدو مخنیوی
65,en,ps,,,be infected,لړل شوی اوسئ
75,en,ps,,,Beware of coronavirus,د کروناوایرس په اړه خبر اوسئ
76,en,ps,,,bilateral interstitial pneumonia,د سږو دوه اړخیز بین البیني پړسوب
77,en,ps,,,CDC,CDC
78,en,ps,,,Center for Disease Control,د ناروغیو د کنټرول لپاره مرکز
83,en,ps,,,community spread,په ټولنه کې خپراوی
84,en,ps,,,compulsory quarantine,اجباري قرنطین
85,en,ps,,,contagious,ساري
135,en,ps,,,coronavirus,کروناوایرس
136,en,ps,,,coronavirus (COVID-19),کروناوایرس (COVID-19)
137,en,ps,,,coronavirus alert,د کروناوایرس ګواښنه
139,en,ps,,,coronavirus cases,د کروناوایرس قضیې
141,en,ps,,,coronavirus concerns,د کروناوایرس اړوند اندېښنې
143,en,ps,,,coronavirus crisis,د کروناوایرس اضطرار
149,en,ps,,,coronavirus disease,د کروناوایرس ناروغي
150,en,ps,,,Coronavirus disease (COVID-19) outbreak,د کروناوایرس ناروغۍ (COVID-19) ناڅاپه پیل
153,en,ps,,,coronavirus early symptoms,د کروناوایرس لومړني علایم
155,en,ps,,,coronavirus epidemic,د کروناوایرس وبا
156,en,ps,,,coronavirus exposure,د کروناوایرس په معرض کې
161,en,ps,,,coronavirus incubation,د کروناوایرس لومړي علایم
162,en,ps,,,coronavirus incubation period,د کروناوایرس د لومړنیو علایمو جریان
163,en,ps,,,coronavirus infection,په کروناوایرس لړل کېدل
168,en,ps,,,coronavirus map,د کروناوایرس نقشه
170,en,ps,,,coronavirus medicine,د کروناوایرس دارو
171,en,ps,,,coronavirus medicines,د کروناوایرس داروګانې
172,en,ps,,,coronavirus news,د کروناوایرس اړوند خبرونه
173,en,ps,,,coronavirus outbreak,د کروناوایرس ناڅاپه پیل
174,en,ps,,,coronavirus pandemic,د کروناوایرس ناروغي
176,en,ps,,,coronavirus pneumonia,د کروناوایرس له امله د سږو پړسوب
177,en,ps,,,coronavirus precautions,د کروناوایرس د پاملرنې اقدامونه
178,en,ps,,,coronavirus prevention,له کروناوایرس څخه مخنیوی
179,en,ps,,,coronavirus protection,د کروناوایرس په وړاندې خونديتوب
180,en,ps,,,coronavirus quarantine,د کروناوایرس له امله قرنطین
182,en,ps,,,coronavirus SOS Alert,د SOS کروناوایرس ګواښنه
183,en,ps,,,coronavirus spread,د کروناوایرس خپراوی
184,en,ps,,,coronavirus symptoms,د کروناوایرس علایم
185,en,ps,,,coronavirus transmission,د کروناوایرس لېږد
186,en,ps,,,coronavirus travel ban,د کروناوایرس د سفر بندیز
187,en,ps,,,coronavirus travel restrictions,د کروناوایرس د سفر محدودیتونه
188,en,ps,,,coronavirus treatment,د کروناوایرس درملنه
190,en,ps,,,coronavirus update,د کروناوایرس اړوند نوي خبرونه
191,en,ps,,,coronavirus vaccine,د کروناوایرس واکسین
192,en,ps,,,coronavirus vaccines,د کروناوایرس واکسینونه
198,en,ps,,,covid cases,د covid قضیې
205,en,ps,,,covid early symptoms,د کوید لومړني علایم
213,en,ps,,,covid incubation period,د کوید د لومړنیو علایمو جریان
215,en,ps,,,covid international spread,د کوید نړیوال خپراوی
216,en,ps,,,covid international travel,د کوید نړیوال سفر
217,en,ps,,,covid isolation,د covid انزوا
219,en,ps,,,covid map,د covid نقشه
220,en,ps,,,covid medicine,د covid دارو
221,en,ps,,,covid medicines,د covid داروګانې
222,en,ps,,,covid news,د covid اړوند خبرونه
223,en,ps,,,covid outbreak,د covid ناڅاپه پیل
224,en,ps,,,covid pandemic,د covid وبا
225,en,ps,,,covid panic,د covid له امله ورخطايي
228,en,ps,,,covid SOS Alert,د SOS کوید ګواښنه
230,en,ps,,,covid symptoms,د covid علایم
231,en,ps,,,covid transmission,د covid لېږد
232,en,ps,,,covid travel ban,د کوید د سفر بندیز
233,en,ps,,,covid travel restrictions,د کوید د سفر محدودیتونه
234,en,ps,,,covid treatment,د covid درملنه
236,en,ps,,,covid vaccine,د covid واکسین
237,en,ps,,,covid vaccines,د covid واکسینونه
242,en,ps,,,covid-19,covid-19
243,en,ps,,,covid-19 alert,د covid-19 ګواښنه
244,en,ps,,,covid-19 cases,د covid-19 قضیې
245,en,ps,,,covid-19 CDC,covid-19 CDC
246,en,ps,,,covid-19 contagious,covid-19 ساري
247,en,ps,,,covid-19 cure,د covid-19 درملنه
248,en,ps,,,covid-19 dangerous,covid-19 ګواښمن
249,en,ps,,,covid-19 deadly,covid-19 وژونکی
250,en,ps,,,covid-19 death,covid-19 مړینه
251,en,ps,,,covid-19 deaths,covid-19 مړینې
252,en,ps,,,covid-19 domestic travel,د covid-19 داخلي سفر
253,en,ps,,,covid-19 early symptoms,د covid-19 لومړني علایم
254,en,ps,,,covid-19 effects,د covid-19 اغېزې
255,en,ps,,,covid-19 epidemic,د covid-19 وبا
256,en,ps,,,covid-19 exposure,د covid-19 په معرض کې
257,en,ps,,,covid-19 fatal,covid-19 وژونکی
258,en,ps,,,covid-19 fever,د covid-19 تبه
259,en,ps,,,covid-19 illness,د covid-19 ناروغي
260,en,ps,,,covid-19 incubation,د covid-19 لومړنی علایم
261,en,ps,,,covid-19 incubation period,د covid-19 د لومړنیو علایمو جریان
262,en,ps,,,covid-19 infection,د covid-19 عفونت
263,en,ps,,,covid-19 international spread,د covid-19 نړیوال خپراوی
264,en,ps,,,covid-19 international travel,د covid-19 نړیوال سفر
