stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,ceb,,,14 days in isolation,14 ka mga adlaw sa pag-inusara
26,en,ceb,,,14 days quarantine,14 ka mga adlaw nga kuwarantiya
27,en,ceb,,,2019 coronavirus,2019 coronavirus
28,en,ceb,,,2019 novel coronavirus,2019 bag-o nga coronavirus
29,en,ceb,,,2019-nCoV,2019-nCoV
30,en,ceb,,,2020 coronavirus,2020 coronavirus
31,en,ceb,,,2020 novel coronavirus,2020 bag-o nga coronavirus
33,en,ceb,,,about coronavirus,bahin sa coronavirus
39,en,ceb,,,acute respiratory distress syndrome,acute respiratory distress syndrome
40,en,ceb,,,advanced hand sanitizer,gipauswag nga tig-limpiyo sa kamot
41,en,ceb,,,Affected by coronavirus,Naapektohan sa coronavirus
42,en,ceb,,,after exposure,paghuman sa pagka-ekspos
43,en,ceb,,,After the epidemic,Pagkahuman sa epidemya
44,en,ceb,,,After the outbreak,Paghuman sa pagkaylap
47,en,ceb,,,airborne virus,naglupad nga bayrus
48,en,ceb,,,alcohol based hand sanitizer,base sa alkohol nga panglimpiyo sa kamot
49,en,ceb,,,alcohol hand sanitizer,alkohol nga tig-limpiyo sa kamot
51,en,ceb,,,alcohol-based hand sanitizer,base sa alkohol nga tig-limpiyo sa kamot
59,en,ceb,,,Anti-Corona virus spray,Batok sa Corona virus nga spray
60,en,ceb,,,antibacterial hand sanitizer,batok sa bakterya nga tig-limpiyo sa kamot
61,en,ceb,,,ARDS,ARDS
64,en,ceb,,,avoid exposure,likayi ang pagka-ekspos
65,en,ceb,,,be infected,matakdan
75,en,ceb,,,Beware of coronavirus,Pagbantay sa coronavirus
76,en,ceb,,,bilateral interstitial pneumonia,bilateral interstitial nga pulmonya
77,en,ceb,,,CDC,CDC
78,en,ceb,,,Center for Disease Control,Center for Disease Control
83,en,ceb,,,community spread,pagkaylap sa komunidad
84,en,ceb,,,compulsory quarantine,gikinahanglan nga pagkuwarantin
85,en,ceb,,,contagious,makatakud
135,en,ceb,,,coronavirus,coronavirus
136,en,ceb,,,coronavirus (COVID-19),coronavirus (COVID-19)
137,en,ceb,,,coronavirus alert,alerto sa coronavirus
139,en,ceb,,,coronavirus cases,mga kaso sa coronavirus
141,en,ceb,,,coronavirus concerns,mga kabalaka sa coronavirus
143,en,ceb,,,coronavirus crisis,krisis sa coronavirus
149,en,ceb,,,coronavirus disease,coronavirus nga sakit
150,en,ceb,,,Coronavirus disease (COVID-19) outbreak,Pagkaylap sa Coronavirus nga sakit (COVID-19)
153,en,ceb,,,coronavirus early symptoms,coronavirus sayo nga mga sintomas
155,en,ceb,,,coronavirus epidemic,epidemya sa coronavirus
