stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,eo,,,14 days in isolation,14 tagoj en izolo
26,en,eo,,,14 days quarantine,14-taga kvaranteno
27,en,eo,,,2019 coronavirus,2019-a kronviruso
28,en,eo,,,2019 novel coronavirus,nova kronviruso el 2019
29,en,eo,,,2019-nCoV,2019-nCoV
30,en,eo,,,2020 coronavirus,2020-a kronviruso
31,en,eo,,,2020 novel coronavirus,nova kronviruso el 2020
33,en,eo,,,about coronavirus,pri kronviruso
39,en,eo,,,acute respiratory distress syndrome,akuta spir-malkomforta sindromo
40,en,eo,,,advanced hand sanitizer,supera manpurigilo
41,en,eo,,,Affected by coronavirus,Atingita de kronviruso
42,en,eo,,,after exposure,post elmetiĝo
43,en,eo,,,After the epidemic,Post la epidemio
44,en,eo,,,After the outbreak,Post la eksplodo
47,en,eo,,,airborne virus,traaera viruso
48,en,eo,,,alcohol based hand sanitizer,alkohol-devena manpurigilo
49,en,eo,,,alcohol hand sanitizer,alkohola manpurigilo
51,en,eo,,,alcohol-based hand sanitizer,alkohol-devena manpurigilo
59,en,eo,,,Anti-Corona virus spray,Kontraŭkronvirusa ŝprucigilo
60,en,eo,,,antibacterial hand sanitizer,kontraŭbakteria manpurigilo
61,en,eo,,,ARDS,Akuta Spir-malkomforta Sindromo
64,en,eo,,,avoid exposure,evitu elmetiĝon
65,en,eo,,,be infected,esti infektita
75,en,eo,,,Beware of coronavirus,Atentu pri la kronviruso
76,en,eo,,,bilateral interstitial pneumonia,duflanka interstica pneŭmonio
77,en,eo,,,CDC,Kontrol-Centro pri Malsano
78,en,eo,,,Center for Disease Control,Centro pri Malsan-Kontrolo
83,en,eo,,,community spread,komunume disvastiĝinta
84,en,eo,,,compulsory quarantine,deviga kvaranteno
85,en,eo,,,contagious,kontaĝa
135,en,eo,,,coronavirus,kronviruso
136,en,eo,,,coronavirus (COVID-19),kronviruso (COVID-19)
137,en,eo,,,coronavirus alert,kronvirusa atentigo
