stringID,sourceLang,targetLang,pos,description,sourceString,targetString
xx_951,ru,en,,,штамм,strain
xx_952,ru,en,,,шипы коронавируса,coronavirus spikes
xx_953,ru,en,,,диагностика,diagnostics
xx_954,ru,en,,,коронавирус: симптомы и профилактика,coronavirus: symptoms and prevention
xx_955,ru,en,,,особенности коронавируса,coronavirus traits
xx_956,ru,en,,,антитело,antibody
xx_957,ru,en,,,средства гигиены,hygiene products
xx_958,ru,en,,,коронавирус путь передачи,coronavirus transmission
xx_959,ru,en,,,вакцина,vaccine
xx_960,ru,en,,,жизнеспособность,viability
xx_961,ru,en,,,вспышка коронавирусной инфекции,coronavirus outbreak
xx_962,ru,en,,,памятка действия против коронавирусной инфекции,reminders how to avoid infection by coronavirus
xx_963,ru,en,,,оперативные данные,real-time data
xx_964,ru,en,,,самоизоляция,self-isolation
xx_965,ru,en,,,группы риска,at-risk groups
xx_966,ru,en,,,ситуация,situation
xx_967,ru,en,,,горячая линия,hotline
xx_968,ru,en,,,как защититься от коронавируса,how to protect yourself from coronavirus
xx_969,ru,en,,,меры,measures
xx_970,ru,en,,,коронавирус ограничения,coronavirus restrictions
xx_971,ru,en,,,очаг заражения,focus of infection
xx_972,ru,en,,,паника,panic
xx_973,ru,en,,,штраф за нарушение режима,fine for breaching rules
xx_974,ru,en,,,число заболевших,number of cases
xx_975,ru,en,,,ситуация в России,situation in Russia
xx_976,ru,en,,,антисептики,antiseptics
xx_977,ru,en,,,провокации,provocations
xx_978,ru,en,,,жертвы,victims
xx_979,ru,en,,,коронавирус мошенники,coronavirus scammers
xx_980,ru,en,,,фейки,fakes
xx_981,ru,en,,,формат путешествия,type of journey
xx_982,ru,en,,,отмены туров,cancellations of tours
xx_983,ru,en,,,круизы,cruises
xx_984,ru,en,,,изменение даты,change of date
xx_985,ru,en,,,запреты на поездки,travel bans
xx_986,ru,en,,,хаос,chaos
xx_987,ru,en,,,безопасность,safety
xx_988,ru,en,,,лечение в госпитале,hospital treatment
xx_989,ru,en,,,запланированные поездки,planned journeys
xx_990,ru,en,,,летний сезон,summer season
xx_991,ru,en,,,социальные потребности,social needs
xx_992,ru,en,,,осложнения,complications
xx_993,ru,en,,,респираторный вирус,respiratory virus
xx_994,ru,en,,,расстройства,disorders
xx_995,ru,en,,,рекомендации по профилактике,prevention recommendations
xx_996,ru,en,,,коронавирус возбудитель,coronavirus pathogen
xx_997,ru,en,,,анализ на коронавирус,coronavirus test
xx_998,ru,en,,,беременность и коронавирус,pregnancy and coronavirus
xx_999,ru,en,,,коронавирус элиминация,coronavirus elimination
xx_1000,ru,en,,,Экспресс-тест на коронавирус,rapid test for coronavirus
