stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,co,,,14 days in isolation,14 ghjorni in isulamentu
26,en,co,,,14 days quarantine,quarantana di 14 ghjorni
27,en,co,,,2019 coronavirus,2019 coronavirus
28,en,co,,,2019 novel coronavirus,coronavirus novu 2019
29,en,co,,,2019-nCoV,2019-nCoV
30,en,co,,,2020 coronavirus,2020 coronavirus
31,en,co,,,2020 novel coronavirus,coronavirus novu 2020
33,en,co,,,about coronavirus,à prupositu di u coronavirus
39,en,co,,,acute respiratory distress syndrome,sindromi di difficultà respiratorii acuta
40,en,co,,,advanced hand sanitizer,disinfettanti pà i mani sviluppatu
41,en,co,,,Affected by coronavirus,Cuntaminatu da u coronavirus
42,en,co,,,after exposure,dopu à l'espusizioni
43,en,co,,,After the epidemic,Dopu à l'epidemia
44,en,co,,,After the outbreak,Dopu à l'epidemia
47,en,co,,,airborne virus,virus in l'aria
48,en,co,,,alcohol based hand sanitizer,disinfettanti pà i mani fattu cù alcolu
49,en,co,,,alcohol hand sanitizer,disinfettanti pà i mani cù alcolu
51,en,co,,,alcohol-based hand sanitizer,disinfettanti pà i mani fattu cù alcolu
59,en,co,,,Anti-Corona virus spray,Spray anti-corona virus
60,en,co,,,antibacterial hand sanitizer,disinfettanti pà i mani antibattericu
61,en,co,,,ARDS,ARDS
64,en,co,,,avoid exposure,eviteghju l'espusizioni
65,en,co,,,be infected,essa cuntaminatu
75,en,co,,,Beware of coronavirus,Attenti à u coronavirus
76,en,co,,,bilateral interstitial pneumonia,puntura bilaterali interstiziali
77,en,co,,,CDC,CDC
78,en,co,,,Center for Disease Control,Center for Disease Control
83,en,co,,,community spread,prupagazioni à mezu à a cummunità
84,en,co,,,compulsory quarantine,quarantana furzata
85,en,co,,,contagious,cuntagiosu
135,en,co,,,coronavirus,coronavirus
136,en,co,,,coronavirus (COVID-19),coronavirus (COVID-19)
137,en,co,,,coronavirus alert,alerta coronavirus
139,en,co,,,coronavirus cases,casi di coronavirus
141,en,co,,,coronavirus concerns,prioccupazioni nantu à u coronavirus
143,en,co,,,coronavirus crisis,crisa di u coronavirus
149,en,co,,,coronavirus disease,coronavirus malatia
150,en,co,,,Coronavirus disease (COVID-19) outbreak,Epidemia di a malatia di u coronavirus (COVID-19)
153,en,co,,,coronavirus early symptoms,coronavirus primi sintimi
